Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file2_MW926	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file2_MW926	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file2_MW926	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file2_MW927	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file2_MW927	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file2_MW927	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file2_MW930	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file2_MW930	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file2_MW930	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
file3_MW927	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file3_MW927	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file3_MW927	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file3_MW930	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file3_MW930	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file3_MW930	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file3_MW932	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file3_MW932	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file3_MW932	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file1_MW924	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file1_MW924	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file1_MW926	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file1_MW926	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file1_MW926	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file1_MW927	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file1_MW927	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file1_MW927	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
file2_MW926	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file2_MW926	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file2_MW926	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file2_MW927	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file2_MW927	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file2_MW927	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file2_MW930	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file2_MW930	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file2_MW930	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
file3_MW927	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file3_MW927	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file3_MW927	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file3_MW930	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file3_MW930	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file3_MW930	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file3_MW932	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file3_MW932	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file3_MW932	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file1_MW924	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file1_MW924	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file1_MW926	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file1_MW926	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file1_MW926	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file1_MW927	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file1_MW927	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file1_MW927	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
file2_MW926	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file2_MW926	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file2_MW926	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file2_MW927	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file2_MW927	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file2_MW927	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file2_MW930	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file2_MW930	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file2_MW930	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
file3_MW927	-3.5779470989587887	3.1811152887960836	5.798359525776596	2.5774904536360115
file3_MW927	-3.686024140524606	3.0145235257180913	5.6564654816089055	2.754466648260427
file3_MW927	-3.627231879967402	3.105478521897285	5.7312750001621415	2.6616392561926956
file3_MW930	-0.43308168487936033	2.0789831136742025	2.901794584707576	1.8200696332457138
file3_MW930	-0.008889003623448521	2.3686978700514625	2.9455635298914333	1.8777945572113828
file3_MW930	-0.20849941289977095	2.233881273321935	2.9454191776915084	1.7945699679969662
file3_MW932	1.175317580577986	2.668121152936281	0.3858509591871482	5.500453702307134
file3_MW932	0.17654529993159968	2.629042763066953	0.5931577359651926	5.76725993067888
file3_MW932	0.6980848472446066	2.652555020419594	0.4905268560003399	5.6330306812983455
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file1_MW924	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file1_MW924	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file1_MW926	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file1_MW926	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file1_MW926	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file1_MW927	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file1_MW927	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file1_MW927	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
file2_MW926	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file2_MW926	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file2_MW926	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file2_MW927	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file2_MW927	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file2_MW927	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file2_MW930	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file2_MW930	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file2_MW930	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
file3_MW927	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file3_MW927	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file3_MW927	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file3_MW930	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file3_MW930	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file3_MW930	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file3_MW932	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file3_MW932	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file3_MW932	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file1_MW924	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file1_MW924	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file1_MW926	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file1_MW926	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file1_MW926	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file1_MW927	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file1_MW927	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file1_MW927	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
file2_MW926	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file2_MW926	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file2_MW926	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file2_MW927	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file2_MW927	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file2_MW927	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file2_MW930	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file2_MW930	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file2_MW930	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
file3_MW927	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file3_MW927	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file3_MW927	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file3_MW930	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file3_MW930	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file3_MW930	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file3_MW932	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file3_MW932	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file3_MW932	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file1_MW924	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file1_MW924	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file1_MW926	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file1_MW926	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file1_MW926	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file1_MW927	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file1_MW927	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file1_MW927	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
file2_MW926	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file2_MW926	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file2_MW926	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file2_MW927	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file2_MW927	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file2_MW927	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file2_MW930	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file2_MW930	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file2_MW930	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
file3_MW927	-3.5779470989587887	136.7099132733039	5.798359525776596	164.80710695954298
file3_MW927	-3.686024140524606	132.3982700064849	5.6564654816089055	173.01613538962164
file3_MW927	-3.627231879967402	134.80530490982886	5.7312750001621415	168.8123975484959
file3_MW930	-0.43308168487936033	79.76625011443896	2.901794584707576	80.95667648822868
file3_MW930	-0.008889003623448521	87.49624708278002	2.9455635298914333	83.31015043948608
file3_MW930	-0.20849941289977095	83.98627677711376	2.9454191776915084	79.34350759667505
file3_MW932	1.175317580577986	91.61808294193116	0.3858509591871482	160.40642732309811
file3_MW932	0.17654529993159968	90.58505044137576	0.5931577359651926	160.663717731245
file3_MW932	0.6980848472446066	89.55203769282927	0.4905268560003399	160.50281028073317
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	141.76070067269382	5.798359525776596	174.58286762603993
file1_MW924	-3.686024140524606	137.56141981821662	5.6564654816089055	182.83381954933833
file1_MW924	-3.627231879967402	139.90979901222894	5.7312750001621415	178.6181027473525
file1_MW926	-0.43308168487936033	83.25827683891579	2.901794584707576	85.16968174602997
file1_MW926	-0.008889003623448521	91.0264958313296	2.9455635298914333	87.57567879873669
file1_MW926	-0.20849941289977095	87.49670807762598	2.9454191776915084	83.48676321199042
file1_MW927	1.175317580577986	94.96556893866439	0.3858509591871482	163.58483079551397
file1_MW927	0.17654529993159968	93.93450615109526	0.5931577359651926	163.63918625778842
file1_MW927	0.6980848472446066	92.80578501867933	0.4905268560003399	163.57410002936732
file2_MW926	-3.5779470989587887	141.76070067269382	5.798359525776596	174.58286762603993
file2_MW926	-3.686024140524606	137.56141981821662	5.6564654816089055	182.83381954933833
file2_MW926	-3.627231879967402	139.90979901222894	5.7312750001621415	178.6181027473525
file2_MW927	-0.43308168487936033	83.25827683891579	2.901794584707576	85.16968174602997
file2_MW927	-0.008889003623448521	91.0264958313296	2.9455635298914333	87.57567879873669
file2_MW927	-0.20849941289977095	87.49670807762598	2.9454191776915084	83.48676321199042
file2_MW930	1.175317580577986	94.96556893866439	0.3858509591871482	163.58483079551397
file2_MW930	0.17654529993159968	93.93450615109526	0.5931577359651926	163.63918625778842
file2_MW930	0.6980848472446066	92.80578501867933	0.4905268560003399	163.57410002936732
file3_MW927	-3.5779470989587887	141.76070067269382	5.798359525776596	174.58286762603993
file3_MW927	-3.686024140524606	137.56141981821662	5.6564654816089055	182.83381954933833
file3_MW927	-3.627231879967402	139.90979901222894	5.7312750001621415	178.6181027473525
file3_MW930	-0.43308168487936033	83.25827683891579	2.901794584707576	85.16968174602997
file3_MW930	-0.008889003623448521	91.0264958313296	2.9455635298914333	87.57567879873669
file3_MW930	-0.20849941289977095	87.49670807762598	2.9454191776915084	83.48676321199042
file3_MW932	1.175317580577986	94.96556893866439	0.3858509591871482	163.58483079551397
file3_MW932	0.17654529993159968	93.93450615109526	0.5931577359651926	163.63918625778842
file3_MW932	0.6980848472446066	92.80578501867933	0.4905268560003399	163.57410002936732
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	7.819899638987321	5.798359525776596	8.193221083158697
file1_MW924	-3.686024140524606	7.501353864276091	5.6564654816089055	8.628038985924679
file1_MW924	-3.627231879967402	7.676660731045812	5.7312750001621415	8.402337416437213
file1_MW926	-0.43308168487936033	5.424014422097552	2.901794584707576	5.163036497457597
file1_MW926	-0.008889003623448521	5.957167416227309	2.9455635298914333	5.282714063184598
file1_MW926	-0.20849941289977095	5.716691024569512	2.9454191776915084	5.087423975209802
file1_MW927	1.175317580577986	6.3437314451851465	0.3858509591871482	10.473823274827714
file1_MW927	0.17654529993159968	6.300388168566168	0.5931577359651926	10.64294182467148
file1_MW927	0.6980848472446066	6.277667864376831	0.4905268560003399	10.559941189097758
file2_MW926	-3.5779470989587887	7.819899638987321	5.798359525776596	8.193221083158697
file2_MW926	-3.686024140524606	7.501353864276091	5.6564654816089055	8.628038985924679
file2_MW926	-3.627231879967402	7.676660731045812	5.7312750001621415	8.402337416437213
file2_MW927	-0.43308168487936033	5.424014422097552	2.901794584707576	5.163036497457597
file2_MW927	-0.008889003623448521	5.957167416227309	2.9455635298914333	5.282714063184598
file2_MW927	-0.20849941289977095	5.716691024569512	2.9454191776915084	5.087423975209802
file2_MW930	1.175317580577986	6.3437314451851465	0.3858509591871482	10.473823274827714
file2_MW930	0.17654529993159968	6.300388168566168	0.5931577359651926	10.64294182467148
file2_MW930	0.6980848472446066	6.277667864376831	0.4905268560003399	10.559941189097758
file3_MW927	-3.5779470989587887	7.819899638987321	5.798359525776596	8.193221083158697
file3_MW927	-3.686024140524606	7.501353864276091	5.6564654816089055	8.628038985924679
file3_MW927	-3.627231879967402	7.676660731045812	5.7312750001621415	8.402337416437213
file3_MW930	-0.43308168487936033	5.424014422097552	2.901794584707576	5.163036497457597
file3_MW930	-0.008889003623448521	5.957167416227309	2.9455635298914333	5.282714063184598
file3_MW930	-0.20849941289977095	5.716691024569512	2.9454191776915084	5.087423975209802
file3_MW932	1.175317580577986	6.3437314451851465	0.3858509591871482	10.473823274827714
file3_MW932	0.17654529993159968	6.300388168566168	0.5931577359651926	10.64294182467148
file3_MW932	0.6980848472446066	6.277667864376831	0.4905268560003399	10.559941189097758
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	14.148152273917518	5.798359525776596	14.148152273917518
file1_MW924	-3.686024140524606	14.148152273917518	5.6564654816089055	14.148152273917518
file1_MW924	-3.627231879967402	14.148152273917518	5.7312750001621415	14.148152273917518
file1_MW926	-0.43308168487936033	14.148152273917518	2.901794584707576	14.148152273917518
file1_MW926	-0.008889003623448521	14.148152273917518	2.9455635298914333	14.148152273917518
file1_MW926	-0.20849941289977095	14.148152273917518	2.9454191776915084	14.148152273917518
file1_MW927	1.175317580577986	14.148152273917518	0.3858509591871482	14.148152273917518
file1_MW927	0.17654529993159968	14.148152273917518	0.5931577359651926	14.148152273917518
file1_MW927	0.6980848472446066	14.148152273917518	0.4905268560003399	14.148152273917518
file2_MW926	-3.5779470989587887	14.148152273917518	5.798359525776596	14.148152273917518
file2_MW926	-3.686024140524606	14.148152273917518	5.6564654816089055	14.148152273917518
file2_MW926	-3.627231879967402	14.148152273917518	5.7312750001621415	14.148152273917518
file2_MW927	-0.43308168487936033	14.148152273917518	2.901794584707576	14.148152273917518
file2_MW927	-0.008889003623448521	14.148152273917518	2.9455635298914333	14.148152273917518
file2_MW927	-0.20849941289977095	14.148152273917518	2.9454191776915084	14.148152273917518
file2_MW930	1.175317580577986	14.148152273917518	0.3858509591871482	14.148152273917518
file2_MW930	0.17654529993159968	14.148152273917518	0.5931577359651926	14.148152273917518
file2_MW930	0.6980848472446066	14.148152273917518	0.4905268560003399	14.148152273917518
file3_MW927	-3.5779470989587887	14.148152273917518	5.798359525776596	14.148152273917518
file3_MW927	-3.686024140524606	14.148152273917518	5.6564654816089055	14.148152273917518
file3_MW927	-3.627231879967402	14.148152273917518	5.7312750001621415	14.148152273917518
file3_MW930	-0.43308168487936033	14.148152273917518	2.901794584707576	14.148152273917518
file3_MW930	-0.008889003623448521	14.148152273917518	2.9455635298914333	14.148152273917518
file3_MW930	-0.20849941289977095	14.148152273917518	2.9454191776915084	14.148152273917518
file3_MW932	1.175317580577986	14.148152273917518	0.3858509591871482	14.148152273917518
file3_MW932	0.17654529993159968	14.148152273917518	0.5931577359651926	14.148152273917518
file3_MW932	0.6980848472446066	14.148152273917518	0.4905268560003399	14.148152273917518
Mean and standard deviations for all histograms generated 
Detector	xmean	xstd	ymean	ystd
file1_MW924	-3.5779470989587887	14.148152273917518	5.798359525776596	14.148152273917518
file1_MW924	-3.686024140524606	14.148152273917518	5.6564654816089055	14.148152273917518
file1_MW924	-3.627231879967402	14.148152273917518	5.7312750001621415	14.148152273917518
file1_MW926	-0.43308168487936033	14.148152273917518	2.901794584707576	14.148152273917518
file1_MW926	-0.008889003623448521	14.148152273917518	2.9455635298914333	14.148152273917518
file1_MW926	-0.20849941289977095	14.148152273917518	2.9454191776915084	14.148152273917518
file1_MW927	1.175317580577986	14.148152273917518	0.3858509591871482	14.148152273917518
file1_MW927	0.17654529993159968	14.148152273917518	0.5931577359651926	14.148152273917518
file1_MW927	0.6980848472446066	14.148152273917518	0.4905268560003399	14.148152273917518
file2_MW926	-3.5779470989587887	14.148152273917518	5.798359525776596	14.148152273917518
file2_MW926	-3.686024140524606	14.148152273917518	5.6564654816089055	14.148152273917518
file2_MW926	-3.627231879967402	14.148152273917518	5.7312750001621415	14.148152273917518
file2_MW927	-0.43308168487936033	14.148152273917518	2.901794584707576	14.148152273917518
file2_MW927	-0.008889003623448521	14.148152273917518	2.9455635298914333	14.148152273917518
file2_MW927	-0.20849941289977095	14.148152273917518	2.9454191776915084	14.148152273917518
file2_MW930	1.175317580577986	14.148152273917518	0.3858509591871482	14.148152273917518
file2_MW930	0.17654529993159968	14.148152273917518	0.5931577359651926	14.148152273917518
file2_MW930	0.6980848472446066	14.148152273917518	0.4905268560003399	14.148152273917518
file3_MW927	-3.5779470989587887	14.148152273917518	5.798359525776596	14.148152273917518
file3_MW927	-3.686024140524606	14.148152273917518	5.6564654816089055	14.148152273917518
file3_MW927	-3.627231879967402	14.148152273917518	5.7312750001621415	14.148152273917518
file3_MW930	-0.43308168487936033	14.148152273917518	2.901794584707576	14.148152273917518
file3_MW930	-0.008889003623448521	14.148152273917518	2.9455635298914333	14.148152273917518
file3_MW930	-0.20849941289977095	14.148152273917518	2.9454191776915084	14.148152273917518
